created_at,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,client,hashtags,urls,media_type,media_urls
4/2/24 22:59,'1775266736234971316',@ben_zachariah https://t.co/LdF0lYu5US,qme,Reply,1,2,1,0,719,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://putthison.com/tag/black-tie/,,
4/2/24 22:57,'1775266273221595576',@ben_zachariah https://t.co/sXTrfD4GXU,qme,Reply,1,5,1,1,1396,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://dieworkwear.com/2020/09/25/where-to-shop-for-a-suit/,,
4/2/24 22:56,'1775266184222650519',"@banter44 no

https://t.co/7ute15o9be",und,Reply,19,14,3,2,2211,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://dieworkwear.com/2022/08/26/how-to-develop-good-taste-pt-1/,,
4/2/24 22:56,'1775266132443955349',"@omarsiddiqi3 haven't really paid attention to their tailoring, tbh",en,Reply,0,1,0,0,2782,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 22:56,'1775266089427226704',@c_mues Lemaire fall/winter 2023,en,Reply,1,3,0,0,3193,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 21:14,'1775240460979900663',"just bought a burrito with the extra money I've made in the last year by writing ""X, the platform formerly known as Twitter"" ($0.50/ word) even though everyone still calls it Twitter",en,Tweet,15,1691,34,25,145246,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 21:20,'1775241825097584964',"@Schmidtlepp I've written it four times in the last year, so enough for a bean burrito",en,Reply,0,83,1,2,4055,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 20:35,'1775230590268444820',"@TaterTotLvr @matthewstoller Only thing I know about human leather is the designer who turned his skin into a ring

https://t.co/i1GH8pwBW2",en,Reply,0,3,1,3,680,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.dezeen.com/2013/01/18/forget-me-knot-skin-ring-sruli-recht/,,
4/2/24 20:30,'1775229365586100391',"@TaterTotLvr @matthewstoller Thank you. 

My answer: wearing human leather is not, in fact, trendy right now.",en,Reply,0,8,1,2,996,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 20:26,'1775228227176571291',"@TaterTotLvr @matthewstoller I will answer if you tell Matt: ""Unblock dieworkwear you fucking coward""",en,Reply,0,6,1,1,785,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 20:18,'1775226394706161815',@blayedbachmusic @IdahoBones tell him to unblock me or he's a coward,en,Reply,0,2,1,0,622,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 19:21,'1775211896444158296',"IMO, people are too rigid about this. You should wear socks with formal suits and shoes (e.g., navy worsted suit and black oxfords), but going no socks is fine with casual tailoring (e.g., linen suit and loafers), sport coats, and certainly casualwear. https://t.co/XFSPp0fgvx",en,Tweet,170,821,25,44,151555,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKLRX8pbkAMrDKB.jpg,https://pbs.twimg.com/media/GKLRgT8bkAAwiNl.jpg,https://pbs.twimg.com/media/GKLRpsmbkAQtImi.jpg,https://pbs.twimg.com/media/GKLRps7aAAESlib.jpg"
4/2/24 20:15,'1775225673935880286',@OnKnockers I just walked out of my house in shoes and no socks because it's convenient and I'm running to get something. 🤷‍♂️,en,Reply,0,15,1,1,1561,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 19:40,'1775216731822424565',"@fella6_9 I would wear what I want within those bounds. It sounds like they're giving guests a lot of leeway, so wear what makes you look good and feel nice.",en,Reply,0,19,1,2,1612,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 19:36,'1775215861005259150',"@FordOskar I'm Asian, so I always smell good",en,Reply,0,4,1,1,475,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 19:36,'1775215685855318297',@antibrunch you wear socks with shorts and loafers? https://t.co/AbZEIqP4h7,en,Reply,0,8,1,1,2316,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GKLVPrTacAAGrv-.jpg
4/2/24 19:35,'1775215381277442188',"@FraserMartens I would prob wear a different shoe here, like JM Weston 180 loafers, but the outfit looks good overall to me https://t.co/Qgee4r9Sq5",en,Reply,4,14,1,2,3574,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GKLU-VsbkAEwaBI.jpg
4/2/24 19:33,'1775215103375544789',"@ClwnPrncCharlie Doesn't for me, but if it does for you, then wear socks.",en,Reply,0,2,1,1,2327,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 19:27,'1775213368015819027',"@asoukuptx @siebznet I mean, sure. But I get the impression that some people are upset bc some men show their ankles and the effect then is the same.",en,Reply,0,36,1,0,1375,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 19:24,'1775212822349451523',"@siebznet You can wear no show socks, terrycloth insoles, or sprinkle in a bit of Gold Bond powder. If you find your feet sweat a lot, then maybe no socks is not right for you and you benefit from always wearing socks. Depends on the person.",en,Reply,8,84,1,4,4088,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 18:25,'1775197811363168358',@KevOnStage going to try being funny now that i see it gets you that walk-in closet,en,Reply,0,64,0,1,14115,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 18:08,'1775193571051864300',@zyn_addict you can get custom shirts made through @ProperCloth by submitting either measurements of your body or your best-fitting shirt. they do free remakes on the first order so you can home-in on the fit.,en,Reply,295,360,3,11,76974,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 17:58,'1775191148585484681',@DarthImpervious @Variety His loss. Steve-O is prob the only guest who would make me watch that show.,en,Reply,2,842,3,5,13572,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 5:11,'1774998180029178156',"IMO, a t-shirt under tailoring is fine if you know how to read the formality in tailored clothing, which is about cut, fabric, and styling details. It will look wrong under a formal business suit but fine under more casual forms of tailoring. https://t.co/C8dFypWtlI",en,Tweet,293,1481,40,40,268031,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKIO6PPboAAhnjF.jpg,https://pbs.twimg.com/media/GKIO-AObkAA0thO.jpg,https://pbs.twimg.com/media/GKIPEVPaQAAderN.jpg,https://pbs.twimg.com/media/GKIPFb0asAAkm2f.jpg"
4/2/24 17:51,'1775189294501822795',"@LaurensPlompen it's a pretty common construction among neapolitan tailors. an explanation here:

https://t.co/X0WuWHyVQn",en,Reply,0,26,1,1,2755,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://twitter.com/dieworkwear/status/1728611198999183626,,
4/2/24 17:28,'1775183501199106175',"Esquire asked me to write something short about a wardrobe item important to me, so I chose this leather jacket I had signed by buZ blurr, a graffiti artist I admired as a kid. Sadly, blurr passed away a few weeks after I submitted my copy. RIP

🔗: https://t.co/YfUzlYQBQj https://t.co/CfRqlfLbAy",en,Tweet,140,1607,62,25,132022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://blst.to/zGpPdTI,photo,https://pbs.twimg.com/media/GKK2Eo0asAAQd2J.jpg
4/2/24 17:46,'1775188169690100101',@atx_scott_h I wanted to write more! But had a word count since it appeared in print,en,Reply,0,39,1,2,2399,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 17:28,'1775183503203983634',"blurr was a legend among guys who were into train graffiti, but he didn't paint like other graffiti artists. He wrote in a grand American tradition known as hobo art, which dates back to the Great Depression, although its true orgins and use are murky https://t.co/4G08OLdHcM",en,Reply,65,390,20,8,55966,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1775181928037249024/pu/vid/avc1/1280x720/vh-m_UGiIa4nxnGG.mp4?tag=12
4/2/24 2:10,'1774952631959719961',the disconnect in formality in this outfit https://t.co/xRsKBGFVWw,en,Tweet,240,8082,206,117,748495,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKHl8myaMAAUpGv.jpg,https://pbs.twimg.com/media/GKHl522aYAAV8N7.jpg"
4/2/24 10:11,'1775073438593630300',"@sebihosu @riskyburritos @RLGoesHard A double-breasted jacket is technically more casual than its single-breasted counterpart, but bc of its rarity today, some see it as more formal. Double-breasted jacket with a button-down collar is also a very classic American combo https://t.co/qeETXUXQJF",en,Reply,9,13,0,1,2207,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKJT3v7boAAimYU.jpg,https://pbs.twimg.com/media/GKJT3v5boAASwIj.jpg,https://pbs.twimg.com/media/GKJT4X3bIAA4Zs8.jpg,https://pbs.twimg.com/media/GKJT4YJakAAd_uw.jpg"
4/2/24 9:53,'1775069052035285474',"what ppl thought fashion would be like in the future: simple. elegant. uniform. like star trek

what fashion is actually like: there are a billion options. you have to spend 6 months researching pants that'll last 2 days. a 14-year-old makes fun of you for wearing the wrong cut",en,Tweet,250,7681,472,70,410758,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 6:55,'1775024244843507919',"To me, Ralph is above the law, so even if I don't care for many of his outfits, I think he's beyond reproach because he's Ralph Lauren. But I'll explain why DeSantis' outfit doesn't work with chinos. 🧵",en,Tweet,3447,10386,339,133,4559317,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 7:33,'1775033833802617030',"@cyronationalist It's true that DeSantis' clothes don't fit him very well, bt I don't think weight has anything to do with it. IMO, many people have this view about body types because they have limited experience with quality tailoring. But anyone can look good in tailoring https://t.co/5m7Ao1RI6b",en,Reply,11,156,2,1,6422,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKIv0DzbEAAjb1Q.jpg,https://pbs.twimg.com/media/GKIv0Dwb0AAYrKA.jpg,https://pbs.twimg.com/media/GKIv0nDbwAA90sS.jpg"
4/2/24 7:08,'1775027385236336649',"@socialepidopta Are you asking if there are places that sell casual suits? If so, yes. Here are some places I like. However, your ability to break up a casual suit into separates still depends much on the cloth and design. Best to ask the shop for specifics.

https://t.co/sXTrfD4GXU",en,Reply,417,491,7,11,84443,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://dieworkwear.com/2020/09/25/where-to-shop-for-a-suit/,,
4/2/24 7:01,'1775025710350193016',@RupZip https://t.co/qylYUK7ish,qme,Reply,5,45,2,1,12643,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://twitter.com/dieworkwear/status/1640554423104712704,,
4/2/24 6:55,'1775024266301628762',"The higher rise, clean cut, single needle sewing here will make the cotton trousers look more dressy, bridging the gap between the formality of the tailored jacket and the casualness of the pants. You want to aim for coherence. https://t.co/suy7jTLiQ0",en,Reply,143,1415,19,8,187226,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKIlNVDawAECZoF.jpg,https://pbs.twimg.com/media/GKIlPcSbwAAlt7o.jpg"
4/2/24 6:55,'1775024268180603198',"The problem with DeSantis' outfit is that it's too dressy up top (this is a suit jacket, not a sport coat) and too casual down bottom (the most casual iteration of chinos). He needs a more casual jacket (a sport coat) and dressier chinos. These details make all the difference. https://t.co/UVS4YA74TY",en,Reply,232,3430,54,116,224657,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKIljfHaYAAb6MC.jpg,https://pbs.twimg.com/media/GKImRGrbIAA8i9h.jpg"
4/2/24 6:55,'1775024259603247264',"Other things could have swung it more into sport coat territory. In the first photo, we see someone wearing a jacket with contrasting buttons (here being metal). In the second photo, we see a lapel with a swelled edge and patch pockets. These are both very obviously sport coats https://t.co/DyPz5DpH8Q",en,Reply,80,1127,8,2,191112,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKIjwWWbEAAlwBl.jpg,https://pbs.twimg.com/media/GKIjxm-a8AAuVeM.jpg"
4/2/24 6:55,'1775024261763313845',"The second problem is his trousers. Setting aside the wrinkles around his lap, these chinos are double-needle sewn, which results in the puckering you see along the inseam and cuff. This makes them very casual, more at home with trucker jackets than tailored jackets. https://t.co/mM8GtV7dLu",en,Reply,54,1247,9,13,182078,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKIj2ajaQAANLrF.jpg,https://pbs.twimg.com/media/GKIj_tHbQAArjUf.jpg"
4/2/24 5:21,'1775000497302413797',"The Anthology also has t-shirts that are built like sweaters, which makes them a little easier to wear with tailoring. 

🔗: https://t.co/SmUB13svdW https://t.co/RuICPFkmSy",en,Reply,214,526,9,12,74512,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://blst.to/JxfjL2Q,photo,"https://pbs.twimg.com/media/GKIRT2qawAEFs0T.jpg,https://pbs.twimg.com/media/GKIRT2oa8AASVV-.jpg,https://pbs.twimg.com/media/GKIRT2lbAAAhnia.jpg,https://pbs.twimg.com/media/GKIRUx8aoAAYvTb.jpg"
3/29/24 1:52,'1773513645756145810',"One of the sad things about the slow death of neckwear is that it coincides with a narrowing of men's tailoring, namely suits. This has resulted in some very unfortunate looks. 🧵",en,Tweet,15347,52770,2301,602,21394252,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 4:57,'1774994580938866867',@littlehouseotp @NonAdvising_xyz The man in the seersucker suit definitely dressed himself. I know him and he dresses well.,en,Reply,0,4,0,0,463,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 0:12,'1774922865235918942',"IMO, it's misguided to think about colors like this bc fashion is more akin to language than an absolute science. To think about how to combine colors, you should first think about the cultural language you want to express and how colors are used in that language. Examples:

I've mentioned many times that our rules around classic men's tailoring largely derive from the cultural practices of British elites during the late 19th century and all of the 20th century. During that period, London business dress consisted of a dark suit worn with a white shirt, dark tie, and black oxfords. Brown shoes were reserved for country sport. Hence the phrase, ""no brown in town."" In this sense, a navy suit worn with black oxfords is always classic. 

Similar combinations and traditions can be found elsewhere. A classic Italian look is a navy suit with black Gucci horsebit loafers; a classic American look is a navy suit with black tassel loafers. Both of these remain classic because their cultural touchpoints continue to hold cultural capital. 

Similarly, a black knit tie is one of the most classic ties you can wear. It goes with suits and sport coat of any color (including navy suits, brass button blazers, and plain navy sport coats). The black silk knit was perhaps most famously worn by the literary version of James Bond, who Iam Flemming described as wearing a dark suit, a clean white shirt, and a “thin, black silk knitted tie.” It’s also heavily associated with other mid-century icons, such as Black jazz musicians and members of the Rat Pack. Again, the combination continues to be good because these cultural reference points continue to hold cultural capital. 

A black leather double rider (a type of motorcycle jacket with an asymmetric closure) looks great with blue jeans because it was the standard rebel-rocker look for much of the post-war period. Think of Marlon Brando striking a rebel pose in The Wild One or the enduring image of The Ramones. This will never not look good because of what such a uniform conveys. 

Any kind of rugged black boot—combat boots, work boots, Doc Martens, etc.—will look great with blue jeans because of the history of punk, workwear, and militaria. If you're wearing an olive field jacket with blue jeans, you'll always look good with black boots because it evokes stories about rugged men that many people find appealing. 

By contrast, you shouldn't wear a black suit jacket with blue jeans because that will make you look like you spilled something on your black suit pants and had to change out of them. Or black leather pants with a blue sport coat because that makes no cultural sense. Understanding how to combine colors relies more on understanding cultural language than it is about memorizing these pithy rules, such as ""blue and green should never be seen without another color in between.""",en,Tweet,900,3436,150,58,630463,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKHG7bNa0AAFqdE.jpg,https://pbs.twimg.com/media/GKHHg73a0AAGRFw.jpg,https://pbs.twimg.com/media/GKHIhaZaMAAohf_.jpg,https://pbs.twimg.com/media/GKHJR17aAAAWUOY.jpg"
4/2/24 4:51,'1774992955759308864',"@JacAshby Raw denim jeans and olive military jackets derive their history from work. Jeans from mining; olive military jackets for war. Even neckerchiefs were something worn by cowboys and Appalachian coal miners. IMO, black derbies/ boots work here since they are also work shoes",en,Reply,1,22,1,1,1387,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 4:43,'1774990926303375722',"@JacAshby i don't think sleek loafers, especially in green suede, go with a workwear outfit",en,Reply,0,26,2,0,1121,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/2/24 2:25,'1774956290311381251',"no one has to wear a suit, but it's crazy to me that society invented a uniform that looks good on every man, where the jacket and trousers are cut from the same cloth, the shirt is limited to two colors, and all you have to do is choose a necktie, and we still end up with this",en,Reply,66,3061,117,50,165207,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 5:28,'1774639826593366461',"How to wear a tailored jacket with jeans in two tweets and eight photos. 

The key: you want to avoid the sartorial mullet (dressy up top; too casual down bottom). Don't wear suit jackets with jeans, especially with white dress shirts and ties. https://t.co/tGXoZe20i6",en,Tweet,2092,5215,248,79,922051,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKDIE5BboAA8f5s.jpg,https://pbs.twimg.com/media/GKDIKhvasAAng_e.jpg,https://pbs.twimg.com/media/GKDIKhvbAAAPEOo.jpg,https://pbs.twimg.com/media/GKDIPsbbQAA7pyv.jpg"
4/2/24 1:03,'1774935695586713683',"A navy jacket looks great with jeans so long as it can pass as a sport coat. You want to avoid looking like you threw on a suit jacket. A jacket will look more ""suit-y"" depending on a few variables, principally the fabric. A smooth, silky worsted wool with a slight sheen will be very a suit. By contrast, a textured, matte fabric will be more obviously a sport coat. 

There are some other things, such as whether a jacket has a swelled edge, brass buttons, or patch pockets. All these elements can help make a navy jacket look more obviously like a sport coat. Below are some examples of navy jackets that look at home with denim. 

When you are shopping for clothes, a designer will have made these design decisions for you. So you just have to ask the sales associate: is this a sport coat or a suit jacket? If you are commissioning custom clothes, a tailor can recommend the right fabric and styling decisions.",en,Reply,2,22,1,1,2059,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKHVbxTaMAAQl9u.jpg,https://pbs.twimg.com/media/GKHVhZSaYAAldqa.jpg,https://pbs.twimg.com/media/GKHVj-uacAANqJe.jpg,https://pbs.twimg.com/media/GKHWlB7aYAAtTX2.jpg"
4/2/24 0:39,'1774929647329001517',@AAparicioDeN https://t.co/eCwKiJFQgs,qme,Reply,101,186,3,3,19504,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://putthison.com/the-french-chore-coat-finding-good-spring/,,
4/2/24 0:37,'1774929004602212661',"To give another example, the reason why the outfit on the left is bad has nothing to do with the inherent qualities of navy sitting next to black (see pic 2), but rather the fact that this outfit lacks cultural capital/ language. It's bad taste. https://t.co/jbMlJOxR9E",en,Reply,36,671,10,17,103581,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKHQOgDbAAAUnek.jpg,https://pbs.twimg.com/media/GKHQQUGa4AAMGbU.jpg"
4/2/24 0:18,'1774924365228069082',@vendel_alex I disagree but have to turn to other work for now. May do a thread on this later.,en,Reply,4,347,1,2,21559,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 22:37,'1774898832276664375',"clothes are interesting bc they're deeply tied to identity and culture. you can tell almost any story about humans—1980s punks, 1970s California hikers, the industrialization of the US—and there will be some clothing element in there bc humans wear clothes",en,Tweet,58,1537,73,28,169731,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 22:40,'1774899700782727609',"to go back to the original story about whether menswear feels lame, what's not interesting is the constant churn of consumer products in one-upmanship to feel cool. but not all fashion is just about buying the hottest latest thing.",en,Reply,4,370,8,8,58273,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 21:23,'1774880174083031075',"while many of you are saying ""April Fools!"" I'm saying ""Ay pal, fully solve this housing crisis!""",en,Tweet,6,720,48,12,109345,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 21:48,'1774886495310286906',"@RJdeMans blue check? yea, i blew my check on the cost of housing",en,Reply,0,34,2,1,1262,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 16:24,'1774805027854676139',"I think a lot of menswear right now feels lame because—frankly, and even as a fashion lover—fashion is kind of lame. It used to be that your clothes signaled something about you (e.g. punk, skate) but now fashion is its own identity and hobby, and it revolves around consuming",en,Tweet,829,7170,485,80,973216,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 16:34,'1774807588674371773',"@SoWhatElsa No, I don't think so. I don't think of fashion as limited to what high-end designers produce. There's punk fashion and those people are creating their own looks and identity",en,Reply,0,14,1,1,1709,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 16:26,'1774805633906479411',A lot of this reaction towards the current state of menswear can be summed up by these two things from Barbara Kruger https://t.co/9cHZLgugoK,en,Reply,57,969,43,5,108107,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKFgUNDawAACpMK.jpg,https://pbs.twimg.com/media/GKFgUNFbwAAun3u.jpg"
4/1/24 16:31,'1774806719849439278',"My disagreement with that piece is that you can't shop your way out of this. There is no brand that will be more interesting than Kapital bc as soon as that brand becomes popular, the ""cool fashion kids"" will deem it uncool. It's a pointless game.",en,Reply,20,921,18,15,90205,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 15:03,'1774784551853896147',@KhoaVuUmn just want to say i enjoy your account and was bummed to see you leave! but also understand if you need to take a break.,en,Reply,1,130,2,3,20316,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 8:05,'1774679555472752762',this is what men look like at the barbershop,en,Tweet,43,1294,54,12,168198,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 14:21,'1774774084687245577',@_dbstyle I never notice what someone is wearing in real life unless it's a stylish outfit.,en,Reply,0,13,1,1,689,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 14:08,'1774770919048986987',"@paycheckreality Try Levis Vintage Clothing's 1947 501, Orslow 105 or 107, Resolute 710, the new jeans in Ralph Lauren's x Naoimi Glasses collection (the plain ones, not the ones with the embroidery), The Armoury, and Drake's.",en,Reply,35,43,1,2,3252,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 14:07,'1774770524109103131',@MYIMBYA https://t.co/sXTrfD4GXU,qme,Reply,10,15,2,1,1802,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://dieworkwear.com/2020/09/25/where-to-shop-for-a-suit/,,
4/1/24 14:06,'1774770211968942573',"Does not work with that shirt. I also prefer the yellow jacket on you over the grey jacket. If you want to wear the yellow jacket, I would pair it with off-white trousers, light blue dress shirt, and brown loafers. 

If you are open to spending a bit more money, I would buy a navy sport coat, mid-grey trousers, and a light blue dress shirt from Spier & Mackay. The blue jacket will be more useful and possibly fit you better.",en,Reply,6,34,1,2,4990,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 13:58,'1774768351950332280',@GregBaseman nonsense,fr,Reply,0,6,1,0,408,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 10:16,'1774712405177897071',it's cause he has sauce https://t.co/03sxLT9AaO,en,Tweet,949,16572,1134,30,643602,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GKELZZ4bAAAnHAF.jpg
4/1/24 13:51,'1774766424793420011',"@adamspctr the cut and styling are a bit too aggressive for my taste.  for the shoes, either mid or dark brown is fine.",en,Reply,0,6,1,0,764,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 13:48,'1774765814606127141',"@StJohnLazar if you google ""coherence raincoats,"" you will find many retailers.",en,Reply,2,27,1,1,4699,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 10:26,'1774714973874536883',@primuscivis the coats look too big on you. they appear to be custom made. i would try a different tailor. would not be worth trying to tweak that tailor's cut.,en,Reply,0,93,1,1,5480,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 8:05,'1774679555472752762',this is what men look like at the barbershop,en,Tweet,43,1294,54,12,168198,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 7:57,'1774677407322226833',"@ZellWriter No, plaid shirts are fine with sport coats.",en,Reply,0,22,1,0,2373,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 7:17,'1774667327143034927',"@GoldsteinRBG I think black knits can be a very nice base for most jackets, as they create a void against which the outermost layer can stand out. https://t.co/qEFbokRfFO",en,Reply,10,32,2,0,2437,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKDihszaUAA3JHe.jpg,https://pbs.twimg.com/media/GKDihs3a8AEj_wM.jpg,https://pbs.twimg.com/media/GKDihs2awAACU-D.jpg,https://pbs.twimg.com/media/GKDihs0aMAA8aa0.jpg"
4/1/24 7:15,'1774666871637430536',"@StephenJamesUS I think a t-shirt can be fine with some jackets, but it depends on the shirt and jacket. Hard to say without seeing you in these garments.",en,Reply,0,11,1,1,6091,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
4/1/24 7:14,'1774666617462681607',"@BleedinBlue89 The important thing is to not wear something that's obviously a suit jacket. If you are shopping brand new and ready-to-wear, the sales associate should be able to tell you whether the item you're interested in is a suit jacket or sport coat.",en,Reply,0,11,1,1,2220,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
